,node_connectivity,degree_assortativity_coefficient,density,is_bipartite,spectral_bipartivity,global_reaching_centrality,transitivity,average_clustering,is_strongly_connected,is_weakly_connected,is_attracting_component,is_semiconnected,edge_connectivity,is_directed_acyclic_graph,is_aperiodic,diameter,radius,is_distance_regular,is_strongly_regular,is_eulerian,number_of_isolates,overall_reciprocity,is_regular,negative_edge_cycle,s_metric,is_threshold_graph,is_tournament,is_arborescence,is_branching,is_triad,wiener_index,trophic_incoherence_parameter
2017-11-09,0.0,0.2182178902359924,0.1111111111111111,0.0,1.0,0.125,0.5,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,inf,0.2886753848578554
2017-11-10,0.0,0.2182178902359924,0.1111111111111111,0.0,1.0,0.125,0.5,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,inf,0.2887095064976642
2017-11-13,0.0,0.2182178902359924,0.1111111111111111,0.0,1.0,0.125,0.5,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,inf,0.28881009559556886
2017-11-14,0.0,-0.0912870929175285,0.09722222222222222,0.0,1.0,0.15625,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,inf,0.26778838587304943
2017-11-15,0.0,-0.0912870929175285,0.09722222222222222,0.0,1.0,0.15625,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,inf,0.26746863937346627
2017-11-16,0.0,-0.0912870929175285,0.09722222222222222,0.0,1.0,0.15625,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,inf,0.2689311463532835
2017-11-17,0.0,-0.5,0.08888888888888889,0.0,1.0,0.24691358024691354,0.25,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,inf,0.25159048102881193
2017-11-20,0.0,-0.31622776601683905,0.1,0.0,1.0,0.5185185185185185,0.16666666666666666,0.11666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,inf,0.23731505014678547
2017-11-21,0.0,-0.31622776601683905,0.1,0.0,1.0,0.5185185185185185,0.16666666666666666,0.11666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,inf,0.2372874316143973
2017-11-22,0.0,0.15811388300841883,0.125,0.0,0.4695199855235121,0.515625,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,inf,1.4706070637347353
2017-11-24,0.0,0.15811388300841883,0.125,0.0,0.4406174631477775,0.515625,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,inf,1.6513796692968976
2017-11-27,0.0,0.15811388300841883,0.125,0.0,0.4371539413552548,0.21875,0.3333333333333333,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,inf,0.0
2017-11-28,0.0,-0.09128709291752628,0.09722222222222222,0.0,1.0,0.28125,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,inf,0.26890696830864463
2017-11-29,0.0,-0.09128709291752628,0.09722222222222222,0.0,1.0,0.28125,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,inf,0.26884845442255845
2017-11-30,0.0,-0.09128709291752628,0.09722222222222222,0.0,1.0,0.28125,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,inf,0.2687766154247153
2017-12-01,0.0,-0.09128709291752628,0.09722222222222222,0.0,1.0,0.28125,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,inf,0.26871351320017767
2017-12-04,0.0,0.31622776601683805,0.125,0.0,1.0,0.578125,0.25,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,inf,0.3343276319039109
2017-12-05,0.0,0.31622776601683805,0.125,0.0,1.0,0.578125,0.25,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,inf,0.3341757631477412
2017-12-06,0.0,0.40824829046386113,0.1388888888888889,0.0,1.0,0.5625,0.25,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,inf,0.0
2017-12-07,0.0,0.40824829046386113,0.1388888888888889,0.0,1.0,0.5625,0.25,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,inf,0.0
