,node_connectivity,degree_assortativity_coefficient,density,is_bipartite,spectral_bipartivity,global_reaching_centrality,transitivity,average_clustering,is_strongly_connected,is_weakly_connected,is_attracting_component,is_semiconnected,edge_connectivity,is_directed_acyclic_graph,is_aperiodic,diameter,radius,is_distance_regular,is_strongly_regular,is_eulerian,number_of_isolates,overall_reciprocity,is_regular,negative_edge_cycle,s_metric,is_threshold_graph,is_tournament,is_arborescence,is_branching,is_triad,wiener_index,trophic_incoherence_parameter
2016-06-15,0.0,-0.37796447300922775,0.2111111111111111,0.0,0.493003413248532,0.18518518518518517,0.26666666666666666,0.2380555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,inf,1.3117488228757885
2016-06-16,0.0,-0.08913130356431856,0.2,0.0,0.9999999999999998,0.5061728395061728,0.2647058823529412,0.20809523809523806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,inf,0.7471083639913955
2016-06-17,0.0,-0.3256558058407557,0.18888888888888888,0.0,1.0,0.5061728395061728,0.23333333333333334,0.17055555555555554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,inf,0.7553197283702924
2016-06-20,0.0,-0.3256558058407557,0.18888888888888888,0.0,1.0000000000000004,0.5061728395061728,0.23333333333333334,0.17055555555555554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,inf,0.7578362396937061
2016-06-21,0.0,0.31180478223116254,0.15555555555555556,0.0,1.0000000000000002,0.5555555555555556,0.16666666666666666,0.11333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,inf,0.5543068114680716
2016-06-22,0.0,0.31180478223116254,0.15555555555555556,0.0,1.0,0.5555555555555556,0.16666666666666666,0.11333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,inf,0.5539530958183426
2016-06-23,0.0,0.0674199862463238,0.18888888888888888,0.0,1.0,0.5185185185185186,0.25,0.14333333333333337,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,inf,0.5919776335920273
2016-06-24,0.0,0.0674199862463238,0.18888888888888888,0.0,1.0000000000000004,0.5185185185185186,0.25,0.14333333333333337,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,inf,0.603578047832812
2016-06-27,0.0,0.0674199862463238,0.18888888888888888,0.0,1.0000000000000004,0.5185185185185186,0.25,0.14333333333333337,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,inf,0.6050271254260449
2016-06-28,0.0,,0.2,0.0,1.0,0.5185185185185186,0.26666666666666666,0.19166666666666668,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,inf,0.6192983075971248
2016-06-29,0.0,-0.03686048903872499,0.2,0.0,1.0,0.5061728395061729,0.2857142857142857,0.18500000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,inf,0.6059362625753768
2016-06-30,0.0,0.10213243599737885,0.2111111111111111,0.0,0.44089755076682785,0.5185185185185186,0.26666666666666666,0.23333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,inf,0.866845921507782
2016-07-01,0.0,-0.06904602208326518,0.18888888888888888,0.0,0.9999999999999997,0.5308641975308641,0.25,0.15666666666666668,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,inf,0.7788293226362747
2016-07-05,0.0,-0.061858957413172606,0.2111111111111111,0.0,0.49256860078081527,0.3703703703703704,0.17647058823529413,0.15214285714285714,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,inf,5.834276404442534
2016-07-06,0.0,-0.061858957413172606,0.2111111111111111,0.0,0.49449433283149097,0.3703703703703704,0.17647058823529413,0.15214285714285714,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,inf,2.6125628728401806
2016-07-07,0.0,-0.061858957413172606,0.2111111111111111,0.0,0.49759115426339773,0.3703703703703704,0.17647058823529413,0.15214285714285714,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,inf,50.41391005337521
2016-07-08,0.0,-0.30263639081698407,0.2111111111111111,0.0,0.5205680261894566,0.32098765432098764,0.19444444444444445,0.21122807017543863,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,inf,5.122326341303763
2016-07-11,0.0,,0.2222222222222222,0.0,0.5196997709493993,0.32098765432098764,0.18421052631578946,0.21122807017543863,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,inf,3.5777087639996634
